textid	text	daily_dose	dose_number	dose_unit	dose_frequency	dose_interval	choice_of_dose	dose_max_average	change_dose	dose_duration
24840	"USE WHEN REQUIRED FOR PAIN"	0	0	""	0	0	2	0	0	0
24841	"USE AS DIRECTED EVERY DAY"	1	0	""	1	1	0	0	0	0
24842	"TAKE ONE TABLET 3 TIMES DAILY"	3	1	"TAB"	3	1	0	0	0	0
24843	"HALF OR 1 EVERY DAY"	0.75	0.75	""	1	1	1	2	0	0
24844	"10ML IN THE BATH AS INSTRUCTED"	0	10	"ML"	1	0	0	0	0	0
24845	"10MLS THREE TIMES A DAY OR FOUR TIMES A DAY"	35	10	"ML"	3.5	1	1	2	0	0
24846	"USE 1 AS DIRECTED"	0	0	""	0	0	0	0	0	0
24847	"SOFT TOUCH"	0	0	""	0	0	0	0	0	0
24848	"UP TO TWO AT NIGHT WHEN REQUIRED"	2	2	""	1	1	2	1	0	0
24849	"HAVRIX"	0	0	""	0	0	0	0	0	0
24850	"4 CAPS AT NIGHT"	4	4	"CAP"	1	1	0	0	0	0
24851	"1-3ON"	2	2	""	1	1	1	2	0	0
24852	"TAKE ONE TABLET IN THE MORNING AND ONE AT NIGHT"	2	1	"TAB"	2	1	0	0	0	0
24853	"ONE CAPSULE TWICE A DAY FOR BLOOD PRESSURE"	2	1	"CAP"	2	1	0	0	0	0
24854	"TWO 5ML SPOONSFUL TO BE TAKEN AFTER FOOD 20 EVERY NIGHT"	10	10	"ML"	1	1	0	0	0	0
24855	"UP TO TWO FOUR TIMES A DAY FOR INDIGESTION"	8	2	""	4	1	0	1	0	0
24856	"0.5ML DISP"	0	0.5	"ML"	1	0	0	0	0	0
24857	"2 TABS TID DISPENSE WEEKLY"	6	2	"TAB"	3	1	0	0	0	7
24858	"1 P TWICE A DAY"	2	1	""	2	1	0	0	0	0
24859	"TAKE ONE DAILY 21/28"	1	1	""	1	1	1	2	0	0
24860	"1 EVERY DAY FOR HEART FAILURE"	1	1	""	1	1	0	0	0	0
24861	"TAKE ONE ONCE DAILY FOR FOR BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
24862	"TAKE ONE OR TWO TABLETS THREE TIMES DAILY WHEN REQUIRED."	4.5	1.5	"TAB"	3	1	2	2	0	0
24863	"FLUVIRIN"	0	0	""	0	0	0	0	0	0
24864	"ONE EVERY NIGHT FOR INSOMNIA"	1	1	""	1	1	0	0	0	0
24865	"TAKE ONE TABLET(S) ONCE WEEKLY FOR OSTEOPOROSIS AT 8AM"	1	1	"TAB"	1	1	0	0	0	0
24866	"TAKE ONE DAILY !(FOR BLOOD PRESSURE)"	1	1	""	1	1	0	0	0	0
24867	"TAKE ONE THREE TIMES A DAY BEFORE MEALS FOR DIABETES"	3	1	""	3	1	0	0	0	0
24868	"1 DROP BOTH EYES THREE TIMES A DAY"	6	1	"DROPS"	3	1	0	0	0	0
24869	"INADINE"	0	0	""	0	0	0	0	0	0
24870	"8 TABLETS EVERY DAY"	8	8	"TAB"	1	1	0	0	0	0
24871	"4 MG DAILY"	4	4	"MG"	1	1	0	0	0	0
24872	"APPLY DAILY SPARINGLY WHEN REQUIRED"	1	0	""	1	1	2	0	0	0
24873	"INHALE 2 BD"	4	2	""	2	1	0	0	0	0
24874	"QUANTITY=2 BOXES"	0	0	""	0	0	0	0	0	0
24875	"BANDAGE"	0	0	""	0	0	0	0	0	0
24876	"2-6Q4HPRN"	0	4	""	1	0	1	2	0	0
24877	"6 DAILY FOR 1 WEEK"	6	6	""	1	1	0	0	0	7
24878	"1 MORNING 2 EVENING"	3	1	""	3	1	0	0	0	0
24879	"TAKE 1 TABLET DAILY AS DIRECTED"	1	1	"TAB"	1	1	0	0	0	0
24880	"1 BD DAILY SCRIPT DAYS"	2	1	""	2	1	0	0	0	0
24881	"2PUFFS TDS"	6	2	"PUFF"	3	1	0	0	0	0
24882	"1 TDS."	3	1	""	3	1	0	0	0	0
24883	"1 TAB IN THE MORNING DISPENSED WEEKLY"	1.142857	1	"TAB"	1.142857	1	0	0	0	0
24884	"TO BE APPLIED TO THE AFFECTED PART THEN IN THE MORNING"	1	0	""	1	1	0	0	0	0
24885	"TWO DROP TWICE DAILY"	4	2	"DROPS"	2	1	0	0	0	0
24886	"ONE TABLET(S) BD"	2	1	"TAB"	2	1	0	0	0	0
24887	"TWO FOUR TIMES PER DAY AS REQUIRED"	8	2	""	4	1	2	0	0	0
24888	"2 TWICE A DAY BEFORE MEALS"	4	2	""	2	1	0	0	0	0
24889	"AT NIGHT."	1	0	""	1	1	0	0	0	0
24890	"1 EVERY DAY BLISTER PACK PLEASE"	1	1	""	1	1	0	0	0	0
24891	"PRESCRIBED BY JG"	0	0	""	0	0	0	0	0	0
24892	"TAKE 2 PUFFS MORNING AND EVENING"	4	2	"PUFF"	2	1	0	0	0	0
24893	"ONE CAP THREE TIMES A DAY (HELPS WITH NEUOPATHIC PAIN)"	3	1	"CAP"	3	1	0	0	0	0
24894	"1 DOSE TWICE A DAY :[X2]"	2	1	""	2	1	0	0	0	0
24895	"TAKE ONE TWICE DAILY IF NEEDED"	2	1	""	2	1	0	0	0	0
24896	"ONE OR TWO TWICE DAILY AFTER FOOD FOR ARTHRITIS"	3	1.5	""	2	1	1	2	0	0
24897	": QUANTITY: 1 AMPOULE"	0	0	""	0	0	0	0	0	0
24898	"2 NOCTE SLS"	2	2	""	1	1	0	0	0	0
24899	"2.5ML OR 5ML EVERY 4 TO 6 HOURS WHEN REQUIRED. MAXIMUM 4 DOSES IN 24 HOURS."	4	4	"ML"	1	1	2	1	0	0
24900	"TWO PUFF(S) TWICE A DAY EVERY DAY"	4	2	"PUFF"	2	1	0	0	0	0
24901	"1 QDS ONAN EMPTY STOMACH"	4	1	""	4	1	0	0	0	0
24902	"ONE TABLET EVERY NIGHT ONE WEEK THEN TWO TABLETS EVERY NIGHT FOR CHRONIC `PAIN RELIEF"	2	2	"TAB"	7	7	0	0	2	0
24903	"APPLY 2 SPRAYS TO EACH NOSTRIL ONCE DAILY"	4	2	"SPRAY"	1	1	0	0	0	0
24904	"TAKE 1 OR 2 TABLETS 4 TIMES A DAY WHEN REQUIRED (PAIN)"	6	1.5	"TAB"	4	1	2	2	0	0
24905	"HALF TABLET WITH MAIN MEAL OF DAY/REGULARLY"	0.5	0.5	"TAB"	1	1	0	0	0	0
24906	"1 DROP AT NIGHT INTO EACH EYE AS DIRECTED BY THE HOSPITAL"	2	1	"DROPS"	1	1	0	0	0	0
24907	"EVERY DAY TO PREVENT A HEART ATTACK OR STROKE"	1	0	""	1	1	0	0	0	0
24908	"TO BE USED AS DIRECTED OPX1"	0	0	""	0	0	0	0	0	0
24909	"1 DROP TWICE DAILY TO BOTH EYES"	4	1	"DROPS"	2	1	0	0	0	0
24910	"ONE TABLET TO BE TAKEN UP TO THREE TIMES A DAY WHEN REQUIRED."	3	1	"TAB"	3	1	2	1	0	0
24911	"ONE THREE TIMES A DAY AND ONE EVERY NIGHT"	4	1	""	4	1	0	0	0	0
24912	"ONE CAPSULE IN THE MORNING BEFORE FOOD"	1	1	"CAP"	1	1	0	0	0	0
24913	"THREE TIMES A DAY AFTER FOOD AND EVERY NIGHT"	3	0	""	3	1	0	0	0	0
24914	"REPLACE EVERY 72 HOURS"	0.3333333	0	""	1	3	0	0	0	0
24915	"INHALE 2 DOSES 4 TIMES A DAY AS NEEDED"	8	2	""	4	1	2	0	0	0
24916	"TWO THREE TIMES A DAY WHEN REQUIRED WITH WATER"	6	2	""	3	1	2	0	0	0
24917	"2 ALT DIE"	1	2	""	1	2	0	0	0	0
24918	"INSTIL ONE DROP EVERY NIGHT TO REDUCE PRESSURE IN THE EYE"	1	1	"DROPS"	1	1	0	0	1	0
24919	"TO BE APPLIED TO LEFT EYE EVERY FOUR HOURS"	6	0	""	1	0.1666667	0	0	0	0
24920	"TAKE ONE 3 TIMES/DAY W FOOD"	3	1	""	3	1	0	0	0	0
24921	"NEO-CYTAMEN"	0	0	""	0	0	0	0	0	0
24922	"TAKE ONE TABLET TWICE A DAY (WITH BREAKFAST AND YOUR EVENING MEAL)"	2.5	1	"TAB"	2.5	1	0	2	0	0
24923	"60MG"	0	60	"MG"	1	0	0	0	0	0
24924	"2 DRO THREE TIMES A DAY"	6	2	""	3	1	0	0	0	0
24925	"1 ASDIR"	0	1	""	1	0	0	0	0	0
24926	"MERI H0763"	0	0	""	0	0	0	0	0	0
24927	"TWO 5ML SPOONSFUL TO BE TAKEN BEFORE FOOD THREE TIMES A DAY"	30	10	"ML"	3	1	0	0	0	0
24928	"THREE DROPS EVERY FOUR HOURS"	18	3	"DROPS"	1	0.1666667	0	0	0	0
24929	"1 OR 2 TABS MORNING AND NIGHT"	3	1.5	"TAB"	2	1	1	2	0	0
24930	"15 MLS EVERY NIGHT"	15	15	"ML"	1	1	0	0	0	0
24931	"2 SPRAYS IN EACH NOSTRIL DAILY UNTIL CONTROL THEN 1 SPRAY DAILY"	2	1	"SPRAY"	1	1	0	0	2	0
24932	"ONE OR THREE 5ML SPOONSFUL TO BE TAKEN THREE TIMES A DAY"	30	10	"ML"	3	1	1	2	0	0
24933	"ONE TO BE TAKEN EACH MORNING - BLOOD PRESSURE"	1	1	""	1	1	0	0	0	0
24934	"TAKE 1 OR 2 4 TIMES/DAY WHEN NEEDED"	6	1.5	""	4	1	2	2	0	0
24935	"THREE TIMES A DAY AS DIRECTED WHEN REQUIRED"	3	0	""	3	1	2	0	0	0
24936	"ONE FOUR TIMES A DAY ES"	4	1	""	4	1	0	0	0	0
24937	"SEE BNF 7.4.1  COMING OFF NDF. USE PARACETAMOL AND TOP UP CODEINE/DIHYDROCODEINE FOR FLEXIBILTY AND REDUCED SIDE EFFECTS."	0	7.4	""	1	0	0	0	0	0
24938	"ONE TO BE TAKEN EACH MORNING WITH FOOD"	1	1	""	1	1	0	0	0	0
24939	"5 OR 10 ML EVERY NIGHT"	7.5	7.5	"ML"	1	1	1	2	0	0
24940	"2 MLS AT NIGHT"	2	2	"ML"	1	1	0	0	0	0
24941	"TAKE ONE TABLET EVERY MORNING. 6 MONTHLY BLOOD PRESSURE AND YEARLY BLOOD TESTS REQUIRED."	1.216438	1	"TAB"	1.216438	1	0	0	0	0
24942	"ONE PUFF EACH NOSTRIL TWICE DAILY"	4	1	"PUFF"	2	1	0	0	0	0
24943	"1 EVERY DAY FOR CHOLESTEROL. DISPENSE WEEKLY"	1	1	""	1	1	0	0	0	7
24944	"TO BE TAKEN ONE AS DIRECTED"	0	1	""	1	0	0	0	0	0
24945	"ONE FOUR TIMES A DAY WITH WATER ON AN EMPTY STOMACH"	4	1	""	4	1	0	0	0	0
24946	"TAKE TWO WITH BREAKFAST"	2	2	""	1	1	0	0	0	0
24947	"WHITE MIX"	0	0	""	0	0	0	0	0	0
24948	"INHALE 1 DOSE FOUR TIMES DAILY"	4	1	""	4	1	0	0	0	0
24949	"5ON"	5	5	""	1	1	0	0	0	0
24950	"2D TDS"	6	2	""	3	1	0	0	0	0
24951	"4 HRLY PRN"	6	0	""	1	0.1666667	2	0	0	0
24952	"EVERY FOUR HOURS AS DIRECTED"	6	0	""	1	0.1666667	0	0	0	0
24953	"**RX NURSE**"	0	0	""	0	0	0	1	0	0
24954	"ONE OR FOUR TWICE A DAY"	5	2.5	""	2	1	1	2	0	0
24955	"I PRN"	0	1	""	1	0	2	0	0	0
24956	"TAKE 1 CAPSULE AS DIRECTED"	0	1	"CAP"	1	0	0	0	0	0
24957	"TAKE ONE SACHET  DISSOLVED IN WATER  TWICE EACH DAY"	2	1	"SACHET"	2	1	0	0	0	0
24958	"1 CAPSULE FOUR TIMES DAILY"	4	1	"CAP"	4	1	0	0	0	0
24959	"2 TWICE A DAY VIA SPACER"	4	2	""	2	1	0	0	0	0
24960	"INJECTED IMMEDIATELY"	0	0	""	0	1	0	0	0	1
24961	"3 TABS AS DIRECTED"	0	3	"TAB"	1	0	0	0	0	0
24962	"1 TABLETS THREE TIMES A DAY"	3	1	"TAB"	3	1	0	0	0	0
24963	"1OML THREE TIMES A DAY"	3	1	""	3	1	0	0	0	0
24964	"MDSS"	0	0	""	0	0	0	0	0	0
24965	"TAKE ONE OR TWO 4 TIMES/DAY PRN"	6	1.5	""	4	1	2	2	0	0
24966	"4 EVERY DAY FOR 5 DAYS"	4	4	""	1	1	0	0	0	5
24967	"SPRAY ONE OR TWO PUFFS INTO EACH NOSTRIL TWICE DAILY. USE REGULARLY FOR MAXIMUM BENEFIT (FOR ALLERGIC RHIINITIS)"	6	1.5	"PUFF"	2	1	1	1	0	0
24968	"TAKE 1 OR 2 THREE TIMES A DAY WHEN REQUIRED FOR FOR PAIN"	4.5	1.5	""	3	1	2	2	0	0
24969	"EIGHT EVERY DAY WHEN REQUIRED"	8	8	""	1	1	2	0	0	0
24970	"ONE TO TWO TWICE A DAY AFTER FOOD"	3	1.5	""	2	1	1	2	0	0
24971	"INHALE 1 DOSE THREE TIMES DAILY"	3	1	""	3	1	0	0	0	0
24972	"O.5BD"	1	0.5	""	2	1	0	0	0	0
24973	"SCALP"	0	0	""	0	0	0	0	0	0
24974	"APPLY VERY FREQUENTLY"	0	0	""	0	0	0	0	0	0
24975	"ONE EVERY NIGHT. : BE WARNED  THIS MEDICATION IS HABIT FORMING : PLEASE TRY TO AVOID TAKING ANY"	1	1	""	1	1	0	0	0	0
24976	"TAKE TWO UP TO FOUR TIMES A DAY FOR PAIN"	8	2	""	4	1	0	1	0	0
24977	"1 THREE TIMES A DAY BEFORE FOOD OR WITH MEALS"	3	1	""	3	1	0	0	0	0
24978	"1-2 X5ML SPOON 4 TIMES/DAY"	30	7.5	"ML"	4	1	1	2	0	0
24979	"11/2 OD"	2	2	""	1	1	0	0	0	0
24980	"EVERY 2 HOURS"	12	0	""	1	8.333334E-02	0	0	0	0
24981	"2 NOW  THEN 1 AFTER DIARRHOEA UPTO 8 PER DAY"	4.5	4.5	""	1	1	0	2	0	0
24982	"AS AND WHEN REQUIRED"	0	0	""	0	0	2	0	0	0
24983	"ONE UP TO FOUR TIMES A DAY AS DIRECTED"	4	1	""	4	1	0	1	0	0
24984	"DR TO WRITE"	0	0	""	0	0	0	0	0	0
24985	"2ML AS PART"	0	2	"ML"	1	0	0	0	0	0
24986	"ONE EACH DAY DISP WEEKLY"	0.1428571	1	""	1	7	0	0	0	0
24987	"ONE OR TWO SPRAYS UNDER THE TONGUE WHEN REQUIRED TO TREAT ANGINA"	0	1.5	"SPRAY"	1	0	2	2	0	0
24988	"TWO DROPS 5 TIMES/DAY"	10	2	"DROPS"	5	1	0	0	0	0
24989	"7WEEKLY"	1	7	""	1	7	0	0	0	0
24990	"- DAILY"	1	0	""	1	1	0	0	0	0
24991	"ONE DAILY FOR STOMACH PROTECTION"	1	1	""	1	1	0	0	0	0
24992	"2 SUCKS BD"	4	2	""	2	1	0	0	0	0
24993	"2-4 TABLETS TO BE TAKEN AT NIGHT WHEN REQUIRED"	3	3	"TAB"	1	1	2	2	0	0
24994	"1 OR 2 UP TO FOUR TIMES DAILY FOR FOR PAIN"	6	1.5	""	4	1	1	1	0	0
24995	"1.B.D."	2	1	""	2	1	0	0	0	0
24996	"ONE DAILY FOR PROSTATE"	1	1	""	1	1	0	0	0	0
24997	"USE AS DIRECTED STOP ONLY ON DR'S ADVIVE"	1	0	""	1	1	0	0	0	0
24998	"1-2 PUFFS TWICE A DAY INTO EACH NOSTRIL"	6	1.5	"PUFF"	2	1	1	2	0	0
24999	"1 DAILY TO THIN BLOOD"	1	1	""	1	1	0	0	0	0
25000	"1 OR 2 TABLETS UP TO 4 TIMES A DAY FOR FOR FOR PAIN RELIEF AND FEVER CONTROL"	6	1.5	"TAB"	4	1	1	1	0	0
25001	"1 PER WEEK AS DIRECTED"	0.1428571	1	""	1	7	0	0	0	0
25002	"UP TO TWO AS DIRECTED WHEN REQUIRED"	0	2	""	1	0	2	1	0	0
25003	"TAKE ONE EACH MORNING WHEN NEEDED"	1	1	""	1	1	2	0	0	0
25004	"400MG THREE TIMES A DAY"	1200	400	"MG"	3	1	0	0	0	0
25005	"TAKE ONE TWICE DAILY (ANGINA)"	2	1	""	2	1	0	0	0	0
25006	"AS A SOAP SUBSTITUTE"	0	0	""	0	0	0	0	0	0
25007	"ONE FOUR TIMES A DAY OR AS DIRECTED"	4	1	""	4	1	0	0	0	0
25008	"PREFILL"	0	0	""	0	0	0	0	0	0
25009	"TAKE ONE TABLET(S) WITH MEALS EVERY MORNING"	1	1	"TAB"	1	1	0	0	0	0
25010	"3 DAILY : QUANTITY: 168"	3	3	""	1	1	0	0	0	0
25011	"3 PACKS"	0	3	""	1	0	0	0	0	0
25012	"4 EVERY DAY DISPENSED DAILY"	8	4	""	2	1	0	0	0	0
25013	"2 STAT+THEN FOUR TIMES A DAY WHEN REQUIRED"	4	0	""	4	1	2	0	2	0
25014	"BU23."	0	23	""	1	0	0	0	0	0
25015	"COULD THE PHARMACIST PLEASE DEMONSTRATE HOW TO ASSEMBLE  HOW TO USE  AND CHECK ADEQUACY OF USE **PRIME WHEN YOU FIRST GET A NEW VOLUMATIC BY PUTTING TEN PUFFS IN IT TO NEUTRALISE STATIC CHARGE- NO NEED TO REPEAT THIS AGAIN** ** WASH OUT WEEKLY  LEAVE TO STAND TO DRY- DON'T WIPE  BUILDS UP STATIC** ** NEEDS REPLACING AFTER 6 MONTHS REGULAR USE** **DOUBLES AMOUNT OF INHALERS THAT GOES DEEP INTO LUNGS WHERE IT'S NEEDED**"	0	10	"PUFF"	1	0	0	0	0	0
25016	"TAKE 1 4 TIMES A DAY"	4	1	""	4	1	0	0	0	0
25017	"1 WEEKLY AS SHOWN ON THE PACK"	0.1428571	1	""	1	7	0	0	0	0
25018	"USE ACCORDING TO BLOOD SUGAR AND DIABETIC CLINICS ADVICE"	0	0	""	0	0	0	0	0	0
25019	"ONE TO EACH EYE"	0	1	""	0	0	0	0	0	0
25020	"IM @NB 1ML"	0	1	"ML"	1	0	0	0	0	0
25021	"TO SHOWER"	0	0	""	0	0	0	0	0	0
25022	"1X2.5ML SPOON EVERY 12 HRS"	5	2.5	"ML"	1	0.5	0	0	0	0
25023	"ONE DROP TWICE A DAY INTO BOTH EYES"	4	1	"DROPS"	2	1	0	0	0	0
25024	"APPLY AS INSTRUCTED"	0	0	""	0	0	0	0	0	0
25025	"TO BE APPLIED TO THE AFFECTED PART SPARINGLY EVERY FOUR HOURS"	6	0	""	1	0.1666667	0	0	0	0
25026	"1 TABLET(S) EVERY WEEK"	0.1428571	1	"TAB"	1	7	0	0	0	0
25027	"TWO OR THREE AT BEDTIME WHEN REQUIRED"	2.5	2.5	""	1	1	2	2	0	0
25028	"TID PRN"	3	0	""	3	1	2	0	0	0
25029	"1 EVERY DAY WITH FOOD."	1	1	""	1	1	0	0	0	0
25030	"ONE OR TWO PUFFS UNDER THE TONGUE WHEN REQUIRED."	0	1.5	"PUFF"	1	0	2	2	0	0
25031	"TAKE ONE 3 TIMES/DAY WHEN REQUIRED BEFORE FOOD"	3	1	""	3	1	2	0	0	0
25032	"2 TABS FOUR TIMES A DAY WHEN REQUIRED FOR PAIN"	8	2	"TAB"	4	1	2	0	0	0
25033	"5 TO 10 MLS AT NIGHT"	7.5	7.5	"ML"	1	1	1	2	0	0
25034	"TAKE 6 PER DAY"	6	6	""	1	1	0	0	0	0
25035	"TWO 5ML TEASPOONS DAILY"	10	10	"ML"	1	1	0	0	0	0
25036	"TWO TWICE A DAY ONE EVERY DAY"	5	2	""	2.5	1	0	0	0	0
25037	"AS DIRECTEDD"	0	0	""	0	0	0	0	0	0
25038	"M1211"	0	0	""	0	0	0	0	0	0
25039	"1 EVERY DAY FOR INDIGESTION AND STOMACH ULCERS"	1	1	""	1	1	0	0	0	0
25040	"TAKE 1-2 WHEN REQUIRED AT NIGHT"	1.5	1.5	""	1	1	2	2	0	0
25041	"ONE DROP TWICE DAILY INTO LEFT EYE"	2	1	"DROPS"	2	1	0	0	0	0
25042	"ONE A DAY  AS NECESSARY FOR JOINT INFLAMMATION  WITH FOOD. STOP IF INDIGESTION WORSENS"	1	1	""	1	1	0	0	0	0
25043	"1-2 PUFF(S) WHEN REQUIRED FOR ANGINA"	0	1.5	"PUFF"	1	0	2	2	0	0
25044	"TWO TABLET EVERY DAY DISSOLVED IN WATER : TAKE WITH FOOD"	2	2	"TAB"	1	1	0	0	0	0
25045	"ONE DROP INTO AFFECTED EYE[S] TWICE A DAY FOR GLAUCOMA"	2	1	"DROPS"	2	1	0	0	0	0
25046	"2 PUFFS EVERY DAY TO EACH NOSTRIL"	4	2	"PUFF"	1	1	0	0	0	0
25047	"1 ONCE OR TWICE A DAY WHEN REQUIRED"	1.5	1	""	1.5	1	2	2	0	0
25048	"TWO NIGHT"	2	2	""	1	1	0	0	0	0
25049	"PREVENTER 2 PUFFS TWICE DAILY VIA SPACER"	4	2	"PUFF"	2	1	0	0	0	0
25050	"0NE TWICE DAILY"	2	0	""	2	1	0	0	0	0
25051	"ONE 5ML SPOONFUL OR TWO 5ML SPOONFULS AT NIGHT"	7.5	7.5	"ML"	1	1	0	2	0	0
25052	"CLICK GENERIC"	0	0	""	0	0	0	0	0	0
25053	"2-4 DROPS TWICE A DAY"	6	3	"DROPS"	2	1	1	2	0	0
25054	"OWN SUPPLY"	0	0	""	0	0	0	0	0	0
25055	"1 QDS EE"	4	1	""	4	1	0	0	0	0
25056	"CHEW ONE OR TWO AFTER MEALS AND AT BEDTIME"	6	1.5	""	4	1	1	2	0	0
25057	"1 DAILY FOR FUNGAL INFECTION"	1	1	""	1	1	0	0	0	0
25058	"TAKE ONE TABLET DAILY. DO NOT STOP TAKING THIS MEDICATION SUDDENLY."	1	1	"TAB"	1	1	0	0	0	0
25059	"15 ML TWICE A DAY FOR CONSTIPTATION. MUST BE TAKEN REGULARLY FOR AT LEAST 48 HOURS TO WORK."	10	5	"ML"	2	1	0	0	0	3
25060	"1 TABLET DAILY @NB PROGESTERONE ONLY PILL"	1	1	"TAB"	1	1	0	0	0	0
25061	"1 EVERY MORNING AND ONE AT NIGHT"	2	1	""	2	1	0	0	0	0
25062	"1 BD MITTE 100"	2	1	""	2	1	0	0	0	0
25063	"TAKE ONE DAILY FOR HIGH BLOOD PRESSURE. (C)"	1	1	""	1	1	0	0	0	0
25064	"1 DROP BD R EYE"	2	1	"DROPS"	2	1	0	0	0	0
25065	"ONE TDS WITH FOOD"	3	1	""	3	1	0	0	0	0
25066	"TO BE APPLIED TWICE A DAY OR AS DIRECTED"	2	0	""	2	1	0	0	0	0
25067	"APPLY TO EACH NOSTRIL FOUR TIMES A DAY"	8	0	""	4	1	0	0	0	0
25068	"~~~~ ~~-~~"	0	0	""	0	0	0	0	0	0
25069	"ONE DISSOLVED UNDER THE TONGUE WHEN REQUIRED FOR CHEST FOR PAIN"	0	1	""	1	0	2	0	0	0
25070	"TAKE ONEA DAY"	1	0	""	1	1	0	0	0	0
25071	"1 TO 3 DAILY"	2	2	""	1	1	1	2	0	0
25072	"10 MLS EVERY FOUR HOURS WHEN REQUIRED"	60	10	"ML"	1	0.1666667	2	0	0	0
25073	"1 PUFF TWICE DAILY -PREVENTER TO BE USED REGULARLY"	2	1	"PUFF"	2	1	0	0	1	0
25074	"TWICEWKLY"	0.2857143	0	""	2	7	0	0	0	0
25075	"2. PUFFS BD"	4	2	"PUFF"	2	1	0	0	0	0
25076	"10-20 MLS AFTER MEALS AND AT BEDTIME AS REQUIRED"	60	15	"ML"	4	1	2	2	0	0
25077	"7 DROPS DAILY"	7	7	"DROPS"	1	1	0	0	0	0
25078	"1 EACH MORNING  TO IMPROVE THE BLOOD CIRCULATION TO THE HEART AND BRAIN"	1	1	""	1	1	0	0	0	0
25079	"2 INITIALLY THEN ONE AFTER EACH LOOSE MOTION."	0	1	""	1	0	0	0	2	0
25080	"INHALE 2 DOSES 4 TIMES/DAY VIA AEROCHAMBER"	8	2	""	4	1	0	0	0	0
25081	"ONE A DAY REGULARLY TO PREVENT ANGINA ATTACKS  AS WELL AS NOT SMOKING."	1	1	""	1	1	0	0	0	0
25082	"1 TAB AS DIRECTED FOR MIGRAINE"	0	1	"TAB"	1	0	0	0	0	0
25083	"1 TABLET(S) IMMEDIATELY AND 1 TABLET(S) IN 12 HOURS"	1	1	"TAB"	1	1	0	0	0	1
25084	"TAKE ONE DAILY FOR RASH"	1	1	""	1	1	0	0	0	0
25085	"FOR THRUSH"	0	0	""	0	0	0	0	0	0
25086	"1 OR 2  FOUR TIMES A DAY"	6	1.5	""	4	1	1	2	0	0
25087	"TWICE WEEKLY WHEN REQUIRED"	0.2857143	0	""	2	7	2	0	0	0
25088	"200MG"	0	200	"MG"	1	0	0	0	0	0
25089	"5ML THREE TIMES A DAY OR FOUR TIMES A DAY AS REQUIRED"	17.5	5	"ML"	3.5	1	2	2	0	0
25090	"AS DIRECTED WITH FOOD"	3	0	""	3	1	0	0	0	0
25091	"1ALTERNATE DAYS"	0.5	1	""	1	2	0	0	0	0
25092	"TWO 5ML SPOONSFUL TO BE TAKEN AFTER FOOD OR WHEN REQUIRED"	30	10	"ML"	3	1	2	0	0	0
25093	"ONE TABLET(S) AT START OF MIGRAINE ATTACK  ONLY TAKE ANOTHER IF HEADACHE RESPONDING BUT NOT CLEARED. MAXIMUM TWO TABLETS IN 24 HOURS"	2	2	"TAB"	1	1	0	1	0	0
25094	"1 EDIDRONATE DAILY FOR 14 DAYS THEN 1 CALCIUM DAILY FOR 76 DAYS"	1	1	""	1	1	0	0	0	90
25095	"2 TABLETS 6 TO 8 HOURLY"	0	2	"TAB"	1	0	1	2	0	0
25096	"1-2 4 HRLY"	9	1.5	""	1	0.1666667	1	2	0	0
25097	"TAKE 1 OR 4 TIMES/DAY"	2.5	0	""	2.5	1	1	2	0	0
25098	"1 PER RECTUM DAILY"	1	1	"PRE"	1	1	0	0	0	0
25099	"2 AT NIGHT OR AS DIRECTED"	2	2	""	1	1	0	0	0	0
25100	"BD USE SPARINGLY TO SKIN"	2	0	""	2	1	0	0	0	0
25101	"1-2 M"	1.5	1.5	""	1	1	1	2	0	0
25102	"1 EVERY NIGHT DISPENSED WEEKLY"	1.142857	1	""	1.142857	1	0	0	0	0
25103	"1 DROP DAILY TO EACH EYE"	2	1	"DROPS"	1	1	0	0	0	0
25104	"1 THREE TIME A DAY"	0	1	""	1	0	0	0	0	0
25105	"ONE EVERY DAY TO REDUCE THE RISK OF FURTHER HEART ATTACKS"	1	1	""	1	1	0	0	0	0
25106	"NEEDLES FOR INSULIN PENS; USE ONLY ONCE; DISPOSE 'OF' SAFELY AFTER USE IN SHARPES BOX"	0	0	""	0	0	0	0	0	0
25107	"1 IN THE MORNING AND 1 AT TEATIME"	2	1	""	2	1	0	0	0	0
25108	"2 TO BE TAKEN EACH DAY"	2	2	""	1	1	0	0	0	0
25109	"1-2 FOUR TIMES PER DAY AS NECCESSARY FOR FOR FOR PAIN"	6	1.5	""	4	1	1	2	0	0
25110	"TWO SPRAYS INTO BOTH NOSTRILS TWICE A DAY"	8	2	"SPRAY"	2	1	0	0	0	0
25111	"1 TWICE A DAY TO MAINTAIN THE BONES"	2	1	""	2	1	0	0	0	0
25112	"II OD"	2	2	""	1	1	0	0	0	0
25113	"TAKE 1-2 TABLET(S) UP TO FOUR TIMES A DAY WHEN REQUIRED FOR PAIN TO A MAX 8 TABLETS DAILY"	6	1.5	"TAB"	4	1	2	2	0	0
25114	"TWO IN MORNING ONE AT NIGHT"	3	2	""	1.5	1	0	0	0	0
25115	"APPLY DAILY UP TO TIMES 5 PER WEEK-ECZEMA"	0.7142858	0	""	1	7	0	1	0	0
25116	"TEA TIME"	1	0	""	1	1	0	0	0	0
